"player_gsis_id","season","season_type","week","player_display_name","player_position","team_abbr","avg_cushion","avg_separation","avg_intended_air_yards","percent_share_of_intended_air_yards","receptions","targets","catch_percentage","yards","rec_touchdowns","avg_yac","avg_expected_yac","avg_yac_above_expectation","player_first_name","player_last_name","player_jersey_number","player_short_name"
"00-0036963",2023,"REG","0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21","Amon-Ra St. Brown","WR","DET",6.622530541398305,3.171687969192068,8.037158418982601,33.59279151715388,260,362,70.38874787671321,3304.0,21,6.2397963666235725,5.121209337426077,1.1185870291974958,"Amon-Ra","St. Brown",14,"A.St. Brown"
"00-0036970",2023,"REG","0, 2, 3, 5, 6, 7, 8, 9, 10, 13, 14, 17","Kyle Pitts","TE","ATL",6.369200892857143,2.377228741001439,11.151982533670035,25.06062404056917,92,160,55.39562289562289,1134.0,5,3.119780248577418,3.0734931506950516,0.046287097882366436,"Kyle","Pitts",8,"K.Pitts"
"00-0036980",2023,"REG","0, 1, 2, 3, 6, 7, 8, 10, 11, 12, 13, 14, 17","Elijah Moore","WR","CLE",7.048570897187919,3.7199077521814514,10.682726918380764,26.392995227400828,110,195,57.25767821921667,1210.0,4,3.4775861944082274,3.453559967087692,0.024026227320535505,"Elijah","Moore",8,"E.Moore"
"00-0036988",2023,"REG","0, 2, 3, 4, 6, 7, 16, 18","Josh Palmer","WR","LAC",6.749366306390978,2.6353065595581198,11.844176302693207,27.724381140810888,68,113,58.50117096018735,1021.0,3,4.941035087719299,4.509720499506675,0.43131458821262386,"Josh","Palmer",5,"J.Palmer"
"00-0037005",2023,"REG","16","Tommy Tremble","TE","CAR",6.46,3.613891029002667,8.991666666666665,15.846208071432766,4,6,66.66666666666666,59.0,0,9.69,6.250554224566599,3.4394457754334,"Tommy","Tremble",82,"T.Tremble"
"00-0037078",2023,"REG","3","Cole Turner","TE","WAS",4.963333333333334,1.8692761737696224,9.128571428571426,28.707489105530342,4,7,57.14285714285714,35.0,0,1.2200000000000042,2.2830413558543796,-1.0630413558543754,"Cole","Turner",85,"C.Turner"
"00-0037091",2023,"REG","16, 17, 18","Bo Melton","WR","GB",7.503821428571428,3.1353416832923315,11.470185185185187,32.42754472564863,15,22,68.25396825396825,211.0,1,2.289388888888887,2.310429956836654,-0.021041067947766556,"Bo","Melton",80,"B.Melton"
"00-0037132",2023,"REG","18","Britain Covey","WR","PHI",5.034,3.623058243146672,9.795999999999998,14.926100868505255,3,5,60.0,35.0,0,5.196666666666668,3.950287947266739,1.2463787193999285,"Britain","Covey",18,"B.Covey"
"00-0037238",2023,"REG","0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18","Drake London","WR","ATL",6.253376503126503,2.1705759153820803,11.369619158619157,33.649770725607,130,208,59.962259962259964,1711.0,4,2.9266531029357115,3.08703985159679,-0.16038674866107863,"Drake","London",5,"D.London"
"00-0037239",2023,"REG","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 16, 17","Chris Olave","WR","NO",6.174034307464177,2.9206101568594462,13.775189228721159,40.13890102430368,171,273,61.27376925610621,2190.0,9,3.9505287356321834,4.323574939109474,-0.37304620347729067,"Chris","Olave",12,"C.Olave"
"00-0037240",2023,"REG","7, 15, 16","Jameson Williams","WR","DET",7.5430793650793655,3.9319828038370264,14.196666666666665,31.926878621967493,9,19,46.82539682539683,90.0,0,4.0577499999999995,3.995709564079347,0.06204043592065261,"Jameson","Williams",9,"J.Williams"
"00-0037247",2023,"REG","0, 1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19","George Pickens","WR","PIT",5.07158498854087,2.3115714562446588,12.893911998132586,40.12651150875957,128,219,57.97896917486263,2285.0,10,6.740098039215686,3.814907007818605,2.925191031397081,"George","Pickens",14,"G.Pickens"
"00-0037257",2023,"POST","19","David Bell","WR","CLE",6.922,4.388750056579873,5.08,14.041876857162602,8,8,100.0,54.0,0,1.67,2.5184833738242034,-0.8484833738242035,"David","Bell",18,"Dav.Bell"
"00-0037261",2023,"REG","0, 8, 12, 18, 20","Khalil Shakir","WR","BUF",6.056616666666667,3.7986378576499233,7.3294444444444435,15.119988270277094,61,71,84.88888888888889,899.0,3,6.708172161172162,4.834583671971896,1.8735884892002659,"Khalil","Shakir",10,"K.Shakir"
"00-0037273",2023,"REG","9, 10","Kyle Philips","WR","TEN",6.848,4.435958830772755,10.770999999999999,13.491270094584394,7,10,70.0,129.0,0,7.344166666666668,5.513116696123168,1.8310499705435004,"Kyle","Philips",18,"K.Philips"
"00-0037291",2023,"REG","14","Jalen Nailor","WR","MIN",7.074000000000001,3.2486901543110243,10.105999999999998,21.049781295563424,2,5,40.0,13.0,0,4.475000000000001,4.2122991038691,0.2627008961309016,"Jalen","Nailor",83,"J.Nailor"
"00-0037304",2023,"REG","8","Connor Heyward","TE","PIT",3.3333333333333335,2.6036533198063476,3.890000000000001,5.665461077262908,5,6,83.33333333333334,24.0,0,2.1199999999999988,2.672977426266107,-0.552977426266108,"Connor","Heyward",83,"Co.Heyward"
"00-0037382",2023,"REG","16, 17, 18","Brandon Johnson","WR","DEN",6.816,2.702737886180641,11.121888888888888,22.06745512739759,11,16,68.88888888888889,162.0,1,5.363055555555557,3.5482687467385445,1.814786808817012,"Brandon","Johnson",89,"B.Johnson"
"00-0037539",2023,"REG","16","Lucas Krull","TE","DEN",5.865,3.5916989374789408,5.348000000000001,8.196168582375481,4,5,80.0,28.0,1,5.324999999999999,5.423207213531498,-0.0982072135314986,"Lucas","Krull",85,"L.Krull"
"00-0037545",2023,"REG","0, 1, 4, 6, 7, 10, 12, 16","Rashid Shaheed","WR","NO",7.06025,2.8428003189665345,13.262654464285713,23.5929843624538,72,125,52.74603174603175,1057.0,8,3.446374094202899,4.941152132022668,-1.49477803781977,"Rashid","Shaheed",22,"R.Shaheed"
"00-0037614",2023,"REG","14","John Metchie","WR","HOU",5.312,1.6976506432624583,12.336,24.146570623238333,1,5,20.0,6.0,0,1.4000000000000057,1.859255609225329,-0.4592556092253232,"John","Metchie",8,"J.Metchie"
"00-0037664",2023,"REG","0, 3, 6, 8, 12, 13, 15, 16","Alec Pierce","WR","IND",5.997848901098901,2.3444801588502844,14.677038003663005,28.930521249064405,52,107,47.7014652014652,793.0,3,2.725885416666666,2.903597455137325,-0.1777120384706593,"Alec","Pierce",14,"A.Pierce"
"00-0037666",2023,"REG","9, 10, 11","Jalen Tolbert","WR","DAL",6.906666666666667,2.0226200138773964,11.497333333333332,14.985614185314768,7,15,46.666666666666664,63.0,1,1.36388888888889,2.4761408728492964,-1.1122519839604064,"Jalen","Tolbert",18,"J.Tolbert"
"00-0037740",2023,"REG","0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18","Garrett Wilson","WR","NYJ",5.415730976894659,2.434368748952963,10.455540041657688,47.76978475679968,187,332,55.00197514903397,2055.0,6,4.633765320163153,3.5774369657208593,1.0563283544422937,"Garrett","Wilson",17,"G.Wilson"
"00-0037741",2023,"REG","0, 1, 2, 4, 5, 7, 8, 9, 12, 13","Jahan Dotson","WR","WAS",7.322616544566545,2.743503416807139,9.38282428284567,21.398899839886262,88,146,61.07424937846624,932.0,7,1.9518499999999999,2.2933834913324267,-0.34153349133242666,"Jahan","Dotson",1,"J.Dotson"
"00-0037742",2023,"REG","3","Treylon Burks","WR","TEN",7.422,2.263980086911325,17.33666666666667,46.612296110414064,1,6,16.666666666666664,5.0,0,6.390000000000001,4.364671911368532,2.0253280886314684,"Treylon","Burks",16,"T.Burks"
"00-0037744",2023,"REG","0, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18","Trey McBride","TE","ARI",5.217722777222777,3.465637893496551,5.697148795648795,21.949987977329997,154,202,74.34239764428443,1571.0,6,5.98357153032153,5.06020266667283,0.9233688636487,"Trey","McBride",85,"T.McBride"
"00-0037809",2023,"REG","0, 5, 8, 10, 12, 13, 14, 16","Chigoziem Okonkwo","TE","TEN",5.0861592261904764,3.9024822377024053,7.0414776334776334,17.07866652130528,84,121,69.34163059163059,827.0,2,5.222250000000001,5.536231065163291,-0.3139810651632897,"Chigoziem","Okonkwo",85,"C.Okonkwo"
"00-0037816",2023,"REG","0, 1, 3, 4, 7, 8, 10, 11, 13, 14, 16, 17, 19, 20","Romeo Doubs","WR","GB",5.728005843362986,2.7523335621743317,13.077345243546135,30.027520054045187,116,186,65.28164791557649,1445.0,17,3.48957775087436,3.1676930871590963,0.32188466371526436,"Romeo","Doubs",87,"R.Doubs"
"00-0037837",2023,"REG","1, 3, 4","Calvin Austin","WR","PIT",7.571333333333333,2.632993149047088,10.78411111111111,29.32264265248975,11,17,64.44444444444444,133.0,1,7.855555555555554,7.2399081646615535,0.6156473908940009,"Calvin","Austin",19,"C.Austin"
"00-0037838",2023,"REG","12, 14, 15","Isaiah Likely","TE","BAL",6.510222222222222,4.991414857044593,4.224047619047618,9.680982795565896,14,19,73.80952380952381,193.0,2,8.757833333333332,6.840743945281601,1.9170893880517317,"Isaiah","Likely",80,"I.Likely"
"00-0038041",2023,"REG","0, 1, 3, 4, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19","Jake Ferguson","TE","DAL",5.670821493154223,3.294845756732461,5.3683168767507015,13.908524745618026,140,201,69.23219287715087,1479.0,11,5.6098400881479344,4.369598752834479,1.2402413353134558,"Jake","Ferguson",87,"J.Ferguson"
"00-0038090",2023,"REG","3","Skyy Moore","WR","KC",5.251666666666667,2.993224944333349,9.636666666666663,21.809814793859143,4,6,66.66666666666666,42.0,0,1.945000000000004,2.829692059438458,-0.8846920594384535,"Skyy","Moore",24,"S.Moore"
"00-0038104",2023,"REG","12, 14","Tyquan Thornton","WR","NE",7.071000000000001,3.560854935251159,6.167999999999999,19.77785631776857,5,10,50.0,36.0,0,6.175833333333335,4.733553549922358,1.4422797834109773,"Tyquan","Thornton",11,"T.Thornton"
"00-0038115",2023,"REG","16","Daniel Bellinger","TE","NYG",6.3075,5.199609177424948,5.7219999999999995,12.255300920968088,4,5,80.0,43.0,0,4.59,3.6986677345907992,0.8913322654092006,"Daniel","Bellinger",82,"D.Bellinger"
"00-0038117",2023,"REG","0, 3, 4, 5, 6, 9, 12, 14, 16, 17, 18","Wan'Dale Robinson","WR","NYG",7.195053543913713,4.016456497312866,5.575598068598068,17.731308922677226,110,142,78.37828837828839,962.0,2,5.040166666666668,4.6551639105911,0.3850027560755678,"Charles","Robinson",17,"W.Robinson"
"00-0038124",2023,"REG","0, 5, 7, 8, 10, 12, 13","Christian Watson","WR","GB",6.678867346938776,2.891699963872123,15.855703814230095,35.666900337343414,51,96,52.99501561630942,761.0,8,4.379704081632653,1.8898285469814764,2.4898755346511763,"Christian","Watson",9,"C.Watson"
"00-0038129",2023,"REG","0, 2, 7, 8, 9, 11, 14, 17, 19, 20","Cade Otton","TE","TB",6.498585,3.1818427675045022,6.645878456203829,15.051746092535154,89,129,67.5376526458616,859.0,8,4.184818085106384,3.8796612404628896,0.3051568446434944,"Cade","Otton",88,"C.Otton"
"00-0038393",2023,"REG","0, 3, 11, 14, 15, 18","Dontayvion Wicks","WR","GB",7.018015873015873,3.068931899465104,9.737150246305417,19.874976965157515,60,89,66.44499178981937,895.0,6,6.2976816239316245,3.4517852554665045,2.84589636846512,"Dontayvion","Wicks",13,"D.Wicks"
"00-0038394",2023,"REG","14","Will Mallory","TE","IND",9.215,3.5343836821781793,4.777999999999999,10.409586056644876,5,5,100.0,46.0,0,4.4220000000000015,5.170973381992553,-0.7489733819925517,"Will","Mallory",86,"W.Mallory"
"00-0038496",2023,"REG","13, 15, 17, 18","Xavier Gipson","WR","NYJ",5.350083333333334,3.0718123398883246,10.179226190476191,25.450210295197024,12,24,48.45238095238095,143.0,0,6.118124999999999,5.942626384681871,0.17549861531812838,"Xavier","Gipson",82,"X.Gipson"
"00-0038543",2023,"REG","0, 1, 2, 4, 6, 7, 9, 10, 11, 13, 14, 16, 18","Jaxon Smith-Njigba","WR","SEA",6.977264611792702,3.9149251573486272,5.940920359210683,15.409328426313657,115,170,67.72507062829644,1109.0,5,5.616891941391941,5.591022755754777,0.025869185637164685,"Jaxon","Smith-Njigba",11,"J.Smith-Njigba"
"00-0038544",2023,"REG","0, 8, 11, 13, 16, 17, 18","Quentin Johnston","WR","LAC",5.565778150065997,2.51716355108856,12.739597319524824,25.63444964071437,57,102,53.54452228652655,629.0,2,4.651456140350876,3.5091008675136495,1.142355272837227,"Quentin","Johnston",1,"Q.Johnston"
"00-0038559",2023,"REG","0, 4, 8, 10, 17, 18","Michael Wilson","WR","ARI",5.467861471861472,2.603110498004465,10.565045948203844,27.68142578805396,61,88,74.70760233918128,859.0,6,3.4067873230373227,2.0825788518419652,1.324208471195357,"Michael","Wilson",14,"M.Wilson"
"00-0038563",2023,"REG","11, 17, 18","Tre Tucker","WR","LV",6.8742857142857146,2.685847838691703,17.20419047619048,29.699901453963278,9,17,56.19047619047618,151.0,0,0.5413333333333329,1.541639382495043,-1.0003060491617102,"Tre","Tucker",11,"T.Tucker"
"00-0038589",2023,"REG","10","Josh Whyle","TE","TEN",5.075,3.7123943307756577,10.286,11.407088674976707,2,5,40.0,16.0,0,2.155000000000001,5.2412065115868245,-3.0862065115868234,"Josh","Whyle",81,"J.Whyle"
"00-0038606",2023,"REG","13, 15","Parker Washington","WR","JAX",5.4094999999999995,2.456923887465421,7.993333333333334,11.609189270876731,10,12,83.33333333333333,73.0,1,2.0983333333333314,2.814139587853198,-0.7158062545198668,"Christopher","Washington",11,"P.Washington"
"00-0038619",2023,"REG","16, 18","Andrei Iosivas","WR","CIN",6.462142857142858,2.8057597340566534,8.973660714285714,38.62352059655998,9,15,60.714285714285715,72.0,2,0.8812500000000005,1.150901308277888,-0.2696513082778875,"Andrei","Iosivas",80,"A.Iosivas"
"00-0038621",2023,"REG","0, 1, 7, 8, 9, 10, 12, 15, 16, 17, 18","Demario Douglas","WR","NE",6.61160890707466,3.0227363805203535,7.747261959559427,26.162133125319976,92,148,61.6235136171845,1019.0,0,6.71036703772418,6.9791775952254085,-0.2688105575012282,"Demario","Douglas",81,"D.Douglas"
"00-0038647",2023,"REG","18","Ronnie Bell","WR","SF",8.124,1.4950766310194403,14.662,29.099352994879535,1,5,20.0,5.0,1,0.0,"","","Ronnie","Bell",10,"R.Bell"
"00-0038752",2023,"REG","7","Jake Bobo","WR","SEA",6.356,1.9508529979429643,14.172,30.684623045944655,4,5,80.0,61.0,1,2.6999999999999993,2.0508598156008517,0.6491401843991476,"Jake","Bobo",19,"J.Bobo"
"00-0038933",2023,"REG","0, 2, 4, 7, 8, 9, 10, 11, 12, 14, 17, 18, 19, 20","Dalton Kincaid","TE","BUF",6.046212765083019,3.5688252232413333,6.744422785547785,18.102883937126844,145,181,79.6724703867561,1395.0,5,4.708146561364272,4.428264596431854,0.2798819649324177,"Dalton","Kincaid",86,"D.Kincaid"
"00-0038938",2023,"REG","7, 9, 12","Jalin Hyatt","WR","NYG",6.441333333333333,2.6070311589129833,26.451555555555554,55.68104169590779,9,16,54.44444444444445,203.0,0,3.428333333333333,4.107779336332839,-0.679446002999506,"Jalin","Hyatt",13,"J.Hyatt"
"00-0038941",2023,"REG","17","Tyler Scott","WR","CHI",6.124,2.60931053729774,15.111999999999998,27.894270525694033,2,5,40.0,15.0,0,3.265000000000004,2.1531135127321104,1.1118864872678935,"Tyler","Scott",13,"T.Scott"
"00-0038976",2023,"REG","3","Marvin Mims","WR","DEN",7.330000000000001,3.212111594049902,23.07,28.97877151111669,3,5,60.0,73.0,0,8.38,8.195010010387477,0.1849899896125233,"Marvin","Mims",19,"M.Mims"
"00-0038977",2023,"REG","0, 2, 3, 9, 10, 11, 12","Tank Dell","WR","HOU",6.774361750154607,2.9097807392961124,15.303421923314781,38.08789629673421,84,135,63.428262213976495,1295.0,14,3.23345853234911,2.709388597017973,0.5240699353311368,"Nathaniel","Dell",3,"T.Dell"
"00-0038979",2023,"REG","12, 13, 15, 18","Cedric Tillman","WR","CLE",5.1747708333333335,2.5553589199397577,13.10675,23.21273641460219,13,25,53.33333333333333,170.0,0,3.7106250000000003,2.906862092725099,0.8037629072749013,"Cedric","Tillman",19,"C.Tillman"
"00-0038994",2023,"REG","0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 15, 17, 18","Jordan Addison","WR","MIN",6.417584635734636,2.731973412869069,12.478683950617285,32.559217618205665,137,208,66.61463844797179,1793.0,20,3.6736555555555546,2.4239774442037403,1.249678111351815,"Jordan","Addison",3,"J.Addison"
"00-0038996",2023,"REG","13, 15, 16, 17, 20","Tucker Kraft","TE","GB",4.8728,3.890768303564626,3.432000000000001,9.049862335924807,20,30,66.66666666666666,211.0,2,7.285833333333334,6.457536354116948,0.8282969792163847,"Tucker","Kraft",85,"T.Kraft"
"00-0038997",2023,"REG","0, 1, 2, 3, 5, 6, 7, 8, 12, 13, 16","Josh Downs","WR","IND",6.2449591696182605,3.418615267334866,6.408531448710021,20.136290118536962,120,178,67.96826189683333,1306.0,4,5.656211420932009,5.1035283647415985,0.5526830561904104,"Joshua","Downs",1,"J.Downs"
"00-0039052",2023,"REG","0, 6, 8, 11, 12, 13, 16, 17, 18","Trey Palmer","WR","TB",6.580050024050024,2.9320896783149943,10.63932959850607,19.869435884004357,64,114,55.84344849050731,641.0,4,2.4458760683760685,3.3787537653008495,-0.932877696924781,"Trey","Palmer",10,"T.Palmer"
"00-0039062",2023,"REG","0, 1, 2, 3, 5, 8, 10, 11, 12, 13, 14, 15","Jonathan Mingo","WR","CAR",5.972101521164021,2.8319306151889894,10.602068024431995,30.77773390983762,80,159,51.49412542794895,801.0,0,3.915692829457365,4.567027915319318,-0.6513350858619525,"Jonathan","Mingo",15,"J.Mingo"
"00-0039064",2023,"REG","0, 1, 2, 3, 5, 6, 7, 8, 10, 12, 14, 16, 20, 21","Zay Flowers","WR","BAL",7.852608669520058,3.723122666204478,8.69676707617779,26.397755388269747,152,215,71.24358445787017,1649.0,10,4.5309245258709545,3.9586760082888364,0.5722485175821183,"Xavien","Flowers",4,"Z.Flowers"
"00-0039065",2023,"REG","0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 20, 21","Sam LaPorta","TE","DET",6.004930575597243,3.2179243670314666,6.983683662016995,22.69550847586596,184,257,72.76570651570653,1875.0,18,4.0016032309995495,3.370710930166622,0.6308923008329269,"Sam","LaPorta",87,"S.LaPorta"
"00-0039066",2023,"REG","6, 10, 11, 15","Michael Mayer","TE","LV",5.922833333333333,3.6515972273525747,4.944916666666668,10.046008525946872,16,21,75.83333333333334,179.0,2,5.309333333333331,4.108645556049664,1.2006877772836677,"Michael","Mayer",87,"M.Mayer"
"00-0039067",2023,"REG","0, 1, 3, 4, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 19, 21, 23","Rashee Rice","WR","KC",6.262623610953085,4.15600514245928,5.024178983358048,17.111746866046474,172,225,76.17592134893172,1982.0,14,8.063493425640297,6.422177349670268,1.6413160759700296,"Rashee","Rice",4,"R.Rice"
"00-0039074",2023,"REG","14","Davis Allen","TE","LAR",2.64,5.439140951918665,2.678000000000003,3.5926055109870987,4,5,80.0,50.0,1,9.652499999999996,10.021317483605344,-0.3688174836053477,"Davis","Allen",87,"D.Allen"
"00-0039075",2023,"REG","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19","Puka Nacua","WR","LAR",6.0463428527459,2.8114000302811677,9.00349190685046,32.81223823582093,219,330,65.23643388774967,3153.0,13,6.788228696741855,4.646666905792684,2.1415617909491704,"Puka","Nacua",17,"P.Nacua"
"00-0039144",2023,"REG","0, 3, 5, 7, 11","Luke Musgrave","TE","GB",5.655357142857143,4.20790731130019,5.160213664596274,8.632486885199459,54,72,76.25879917184264,493.0,1,4.659911764705883,4.846173704690216,-0.18626193998433305,"Luke","Musgrave",88,"L.Musgrave"
"00-0039146",2023,"REG","0, 1, 2, 3, 4, 8, 10, 11, 12, 13, 14, 15, 17","Jayden Reed","WR","GB",6.662227429433312,3.45515487079053,10.518526089159069,21.413583431722948,117,175,65.71350635180423,1427.0,15,5.390859775641025,5.18808894080135,0.2027708348396745,"Jayden","Reed",11,"J.Reed"
